273875685, Nf3,Nxe4, Bd3,Nc5, Be2,Bd6, O-O,O-O, d4,Ne4, Ng5,Nxg5, fxg5,c5  {Black forfeits by disconnection} 1-0
273875462, Ke1,e6, Kf1,Nf6, g3,Bxf3, Bxf3,Nd4, Kg2,Nxc2, Nc3,Nxa1, Be3,{Black forfeits by disconnection} 1-0
273875116, Bxd3,Bc5+, Kh1,Qxd3, b4,Bb6, h3,Bf5, g4,Be4, h4,Nh6, g5,Ng4  {Black forfeits by disconnection} 1-0
273874980, e4,c6, f4,d5, e5,Nd7, Nf3,e6, Be2,Qb6, d4,Be7, O-O,Nh6  {Black forfeits by disconnection} 1-0
273874596, a3,h5, Rf1,Rxf1+, Bxf1,h4, g3,Nf3, gxh4,Nxd2, Be2,Ne4, c4,axb4  {Black forfeits by disconnection} 1-0
273874353, Ng5,Bxe5, Bxh5,Bd4+, Kh1,gxh5, Qxh5,h6, Qxh6,Bf5, Rxf5,Re8, Qh7+,{Black forfeits by disconnection} 1-0
273874229, d3,Bc5+, d4,Be7, c3,O-O, Nbd2,Nxd2, Bxd2,Qd6, Ne5,a5, Qe1,f6  {Black forfeits by disconnection} 1-0
273873834, Be2,Bd6, O-O,O-O, c4,Qc5, a3,Nd4, Nxd4,Qxd4, Qc2,Rd8, Be3,Qh4  {Black forfeits by disconnection} 1-0
273873700, Nf3,b5, Be2,b4, Bd2,Be6, O-O,Nc6, c3,bxc3, Bxc3,Rfb8, Qc2,Nb4  {Black forfeits by disconnection} 1-0
273873563, dxc3,Nf6, O-O,O-O, b3,Qb6+, Kh1,Nc6, Bb2,Rd8, Qc1,Bg4, c4,Ne4  {Black forfeits by disconnection} 1-0
273872741, e4,g6, d4,Bg7, Nf3,d5, e5,Nh6, Bb5+,c6, Ba4,b5, Bb3,O-O  {Black forfeits by disconnection} 1-0
273871910, Bxf4,Qe4, Bg3,Nf6, c3,Be7, O-O,O-O, Bd3,Qe3+, Bf2,Qxd3, Na3,d5  {Black forfeits by disconnection} 1-0
273871794, Nf3,O-O, Be2,c5, c3,cxd4, cxd4,dxe5, dxe5,Qb6, Qd3,Rd8, Qc3,Ng4  {Black forfeits by disconnection} 1-0
273871668, d3,Nc6, Be2,Be7, O-O,f5, c4,Qc5, Be3,Qd6, d4,e4, c5,Qd5  {Black forfeits by disconnection} 1-0
273871258, c4,Qf5, Be2,Bd6, c5,Be7, O-O,O-O, Bc3,Rd8, Qb3,b6, cxb6,axb6  {Black forfeits by disconnection} 1-0
273871147, b3,O-O, Bb2,Qa5+, c3,Rd8, O-O,e4, Ne1,Qd5, d4,a6, c4,Qf5  {Black forfeits by disconnection} 1-0
273870604, Nf3,d5, Nc3,dxe4, Nxe4,e5, Bb5,f5, Nxe5,Qd5, Qh5+,g6, Bxc6+,bxc6  {Black forfeits by disconnection} 1-0
273870200, Bg3,g4, Nd2,Nh5, Be2,Nc6, h3,Nxg3, fxg3,Qg5, Nf1,e5, d5,Na5  {Black forfeits by disconnection} 1-0
273869961, Rxf2,Bxf2, Nc3,Nc6, Qe2,Bd4, Ne5,Nxe5, fxe5,a5, h4,Bxc3, bxc3,Qd5  {Black forfeits by disconnection} 1-0
